"","ID","SEX","FOODITEM","BOUTDURATION","ages","new.rank","female","male","KID","new.f","new.m","rank","adult.presence"
"1","DK","0",43,34,3,1,"0","2","DK","1","2","4","2"
"2","DZ","1",43,20,4,1,"0","2","DZ","1","2","4","2"
"3","DZ","1",43,8,4,1,"0","2","DZ","1","2","4","2"
"4","EP","0",43,4,5,1,"0","2","EP","1","2","4","2"
"5","EP","0",43,35,5,1,"0","2","EP","1","2","4","2"
"6","FB","1",43,6,6,1,"0","2","FB","1","2","4","2"
"7","FB","1",43,4,6,1,"0","2","FB","1","2","4","2"
"8","FB","1",43,6,6,1,"0","2","FB","1","2","4","2"
"9","FB","1",43,3,6,1,"0","2","FB","1","2","4","2"
"10","FB","1",43,1037,6,1,"0","2","FB","1","2","4","2"
"11","FE","1",43,8,5,1,"0","2","FE","1","2","4","2"
"12","FE","1",43,5,5,1,"0","2","FE","1","2","4","2"
"13","GT","0",43,20,4,1,"0","2","GT","1","2","4","2"
"14","IE","0",43,13,4,1,"0","2","IE","1","2","4","2"
"15","IE","0",43,4,4,1,"0","2","IE","1","2","4","2"
"16","IE","0",43,3,4,1,"0","2","IE","1","2","4","2"
"17","JA","1",43,12,5,1,"0","2","JA","1","2","4","2"
"18","JA","1",43,7,5,1,"0","2","JA","1","2","4","2"
"19","JA","1",43,5,5,1,"0","2","JA","1","2","4","2"
"20","JA","1",43,3,5,1,"0","2","JA","1","2","4","2"
"21","JA","1",43,3,5,1,"0","2","JA","1","2","4","2"
"22","KW","1",43,6,4,1,"0","2","KW","1","2","4","2"
"23","KW","1",43,3,4,1,"0","2","KW","1","2","4","2"
"24","KW","1",43,141,4,1,"0","2","KW","1","2","4","2"
"25","KW","1",43,4,4,1,"0","2","KW","1","2","4","2"
"26","KW","1",43,176,4,1,"0","2","KW","1","2","4","2"
"27","NC","1",43,2,4,1,"0","2","NC","1","2","4","2"
"28","NC","1",43,6,4,1,"0","2","NC","1","2","4","2"
"29","NC","1",43,14,4,1,"0","2","NC","1","2","4","2"
"30","NT","0",43,34,3,1,"0","2","NT","1","2","4","2"
"31","NT","0",43,69,3,1,"0","2","NT","1","2","4","2"
"32","PG","0",43,4,2,1,"0","2","PG","1","2","4","2"
"33","PG","0",43,5,2,1,"0","2","PG","1","2","4","2"
"34","PG","0",43,2,2,1,"0","2","PG","1","2","4","2"
"35","PG","0",43,10,2,1,"0","2","PG","1","2","4","2"
"36","PG","0",43,3,2,1,"0","2","PG","1","2","4","2"
"37","PG","0",43,40,2,1,"0","2","PG","1","2","4","2"
"38","PG","0",43,9,2,1,"0","2","PG","1","2","4","2"
"39","PJ","1",43,43,2,1,"0","2","PJ","1","2","4","2"
"40","PJ","1",43,22,2,1,"0","2","PJ","1","2","4","2"
"41","PJ","1",43,3,2,1,"0","2","PJ","1","2","4","2"
"42","PO","1",43,93,2,1,"0","2","PO","1","2","4","2"
"43","SO","0",43,5,4,1,"0","2","SO","1","2","4","2"
"44","SO","0",43,3,4,1,"0","2","SO","1","2","4","2"
"45","SO","0",43,37,4,1,"0","2","SO","1","2","4","2"
"46","SO","0",43,17,4,1,"0","2","SO","1","2","4","2"
"47","SO","0",43,2,4,1,"0","2","SO","1","2","4","2"
"48","SU","0",43,4,5,1,"0","2","SU","1","2","4","2"
"49","SU","0",43,5,5,1,"0","2","SU","1","2","4","2"
"50","SU","0",43,6,5,1,"0","2","SU","1","2","4","2"
"51","SU","0",43,6,5,1,"0","2","SU","1","2","4","2"
"52","SU","0",43,3,5,1,"0","2","SU","1","2","4","2"
"53","SU","0",43,97,5,1,"0","2","SU","1","2","4","2"
"54","SU","0",43,121,5,1,"0","2","SU","1","2","4","2"
"55","SW","1",43,418,2,1,"0","2","SW","1","2","4","2"
"56","SW","1",43,18,2,1,"0","2","SW","1","2","4","2"
"57","SW","1",43,5,2,1,"0","2","SW","1","2","4","2"
"58","SZ","0",43,7,3,1,"0","2","SZ","1","2","4","2"
"59","SZ","0",43,4,3,1,"0","2","SZ","1","2","4","2"
"60","VX","0",43,120,3,1,"0","2","VX","1","2","4","2"
"61","WB","1",43,6,2,1,"0","2","WB","1","2","4","2"
"62","WB","1",43,21,2,1,"0","2","WB","1","2","4","2"
"63","WB","1",43,8,2,1,"0","2","WB","1","2","4","2"
"64","WB","1",43,3,2,1,"0","2","WB","1","2","4","2"
"65","WK","0",43,6,3,1,"0","2","WK","1","2","4","2"
"66","WK","0",43,5,3,1,"0","2","WK","1","2","4","2"
"67","WK","0",43,27,3,1,"0","2","WK","1","2","4","2"
"68","XA","0",43,72,5,1,"0","2","XA","1","2","4","2"
"69","XE","1",43,13,3,1,"0","2","XE","1","2","4","2"
"70","XE","1",43,4,3,1,"0","2","XE","1","2","4","2"
"71","XE","1",43,35,3,1,"0","2","XE","1","2","4","2"
"72","XE","1",43,37,3,1,"0","2","XE","1","2","4","2"
"73","YN","1",43,8,2,1,"0","2","YN","1","2","4","2"
"74","YN","1",43,253,2,1,"0","2","YN","1","2","4","2"
"75","YN","1",43,5,2,1,"0","2","YN","1","2","4","2"
"76","YZ","0",43,4,4,1,"0","2","YZ","1","2","4","2"
"77","YZ","0",43,56,4,1,"0","2","YZ","1","2","4","2"
"78","YZ","0",43,5,4,1,"0","2","YZ","1","2","4","2"
"79","AY","0",401,5,2,2,"0","2","AY","1","2","3","2"
"80","BC","1",401,35,4,2,"0","2","BC","1","2","3","2"
"81","CC","0",401,4,2,2,"0","2","CC","1","2","3","2"
"82","CC","0",401,10,2,2,"0","2","CC","1","2","3","2"
"83","CC","0",401,126,2,2,"0","2","CC","1","2","3","2"
"84","CC","0",401,2,2,2,"0","2","CC","1","2","3","2"
"85","CC","0",401,4,2,2,"0","2","CC","1","2","3","2"
"86","CP","1",401,2,3,2,"0","2","CP","1","2","3","2"
"87","CP","1",401,22,3,2,"0","2","CP","1","2","3","2"
"88","CP","1",401,197,3,2,"0","2","CP","1","2","3","2"
"89","DK","0",401,8,3,2,"0","2","DK","1","2","3","2"
"90","EI","1",401,6,6,2,"0","2","EI","1","2","3","2"
"91","EI","1",401,304,6,2,"0","2","EI","1","2","3","2"
"92","EK","1",401,64,2,2,"0","2","EK","1","2","3","2"
"93","EK","1",401,5,2,2,"0","2","EK","1","2","3","2"
"94","EK","1",401,8,2,2,"0","2","EK","1","2","3","2"
"95","EP","0",401,297,5,2,"0","2","EP","1","2","3","2"
"96","EP","0",401,4,5,2,"0","2","EP","1","2","3","2"
"97","JA","1",401,127,5,2,"0","2","JA","1","2","3","2"
"98","NC","1",401,16,4,2,"0","2","NC","1","2","3","2"
"99","NC","1",401,165,4,2,"0","2","NC","1","2","3","2"
"100","PJ","1",401,6,2,2,"0","2","PJ","1","2","3","2"
"101","PO","1",401,230,2,2,"0","2","PO","1","2","3","2"
"102","SO","0",401,110,4,2,"0","2","SO","1","2","3","2"
"103","SO","0",401,25,4,2,"0","2","SO","1","2","3","2"
"104","SO","0",401,5,4,2,"0","2","SO","1","2","3","2"
"105","SO","0",401,4,4,2,"0","2","SO","1","2","3","2"
"106","SU","0",401,26,5,2,"0","2","SU","1","2","3","2"
"107","SU","0",401,125,5,2,"0","2","SU","1","2","3","2"
"108","SU","0",401,27,5,2,"0","2","SU","1","2","3","2"
"109","SZ","0",401,3,3,2,"0","2","SZ","1","2","3","2"
"110","VX","0",401,6,3,2,"0","2","VX","1","2","3","2"
"111","WB","1",401,5,2,2,"0","2","WB","1","2","3","2"
"112","WK","0",401,136,3,2,"0","2","WK","1","2","3","2"
"113","XA","0",401,5,5,2,"0","2","XA","1","2","3","2"
"114","XA","0",401,3,5,2,"0","2","XA","1","2","3","2"
"115","XA","0",401,3,5,2,"0","2","XA","1","2","3","2"
"116","XA","0",401,5,5,2,"0","2","XA","1","2","3","2"
"117","YN","1",401,11,2,2,"0","2","YN","1","2","3","2"
"118","YV","1",401,8,6,2,"0","2","YV","1","2","3","2"
"119","YZ","0",401,7,4,2,"0","2","YZ","1","2","3","2"
"120","YZ","0",401,346,4,2,"0","2","YZ","1","2","3","2"
"121","YZ","0",401,5,4,2,"0","2","YZ","1","2","3","2"
"122","YZ","0",401,3,4,2,"0","2","YZ","1","2","3","2"
"123","YZ","0",401,3,4,2,"0","2","YZ","1","2","3","2"
"124","YZ","0",401,7,4,2,"0","2","YZ","1","2","3","2"
"125","YZ","0",401,3,4,2,"0","2","YZ","1","2","3","2"
"126","AO","1",41,17,4,3,"0","2","AO","1","2","2","2"
"127","BC","1",41,73,4,3,"0","2","BC","1","2","2","2"
"128","CC","0",41,3,2,3,"0","2","CC","1","2","2","2"
"129","CC","0",41,11,2,3,"0","2","CC","1","2","2","2"
"130","CK","1",41,10,5,3,"0","2","CK","1","2","2","2"
"131","CK","1",41,6,5,3,"0","2","CK","1","2","2","2"
"132","CP","1",41,9,3,3,"0","2","CP","1","2","2","2"
"133","NC","1",41,141,4,3,"0","2","NC","1","2","2","2"
"134","NC","1",41,40,4,3,"0","2","NC","1","2","2","2"
"135","WB","1",41,16,2,3,"0","2","WB","1","2","2","2"
"136","XE","1",41,8,3,3,"0","2","XE","1","2","2","2"
"137","AO","1",525,23,4,4,"0","2","AO","1","2","1","2"
"138","AO","1",525,74,4,4,"0","2","AO","1","2","1","2"
"139","AO","1",525,3,4,4,"0","2","AO","1","2","1","2"
"140","AO","1",525,4,4,4,"0","2","AO","1","2","1","2"
"141","AO","1",525,6,4,4,"0","2","AO","1","2","1","2"
"142","AO","1",525,5,4,4,"0","2","AO","1","2","1","2"
"143","AO","1",525,3,4,4,"0","2","AO","1","2","1","2"
"144","AO","1",525,142,4,4,"0","2","AO","1","2","1","2"
"145","AO","1",525,220,4,4,"0","2","AO","1","2","1","2"
"146","AO","1",525,33,4,4,"0","2","AO","1","2","1","2"
"147","AO","1",525,4,4,4,"0","2","AO","1","2","1","2"
"148","AO","1",525,24,4,4,"0","2","AO","1","2","1","2"
"149","AO","1",525,8,4,4,"0","2","AO","1","2","1","2"
"150","AO","1",525,435,4,4,"0","2","AO","1","2","1","2"
"151","AO","1",525,22,4,4,"0","2","AO","1","2","1","2"
"152","AO","1",525,4,4,4,"0","2","AO","1","2","1","2"
"153","AO","1",525,75,4,4,"0","2","AO","1","2","1","2"
"154","AO","1",525,276,4,4,"0","2","AO","1","2","1","2"
"155","AO","1",525,11,4,4,"0","2","AO","1","2","1","2"
"156","AO","1",525,15,4,4,"0","2","AO","1","2","1","2"
"157","AO","1",525,17,4,4,"0","2","AO","1","2","1","2"
"158","AU","0",525,6,2,4,"0","2","AU","1","2","1","2"
"159","AU","0",525,6,2,4,"0","2","AU","1","2","1","2"
"160","AU","0",525,15,2,4,"0","2","AU","1","2","1","2"
"161","AY","0",525,8,2,4,"0","2","AY","1","2","1","2"
"162","AY","0",525,19,2,4,"0","2","AY","1","2","1","2"
"163","AY","0",525,4,2,4,"0","2","AY","1","2","1","2"
"164","AY","0",525,4,2,4,"0","2","AY","1","2","1","2"
"165","AY","0",525,3,2,4,"0","2","AY","1","2","1","2"
"166","AY","0",525,4,2,4,"0","2","AY","1","2","1","2"
"167","AY","0",525,11,2,4,"0","2","AY","1","2","1","2"
"168","AY","0",525,7,2,4,"0","2","AY","1","2","1","2"
"169","AY","0",525,22,2,4,"0","2","AY","1","2","1","2"
"170","AY","0",525,4,2,4,"0","2","AY","1","2","1","2"
"171","AY","0",525,15,2,4,"0","2","AY","1","2","1","2"
"172","AY","0",525,2,2,4,"0","2","AY","1","2","1","2"
"173","BC","1",525,3,4,4,"0","2","BC","1","2","1","2"
"174","BC","1",525,5,4,4,"0","2","BC","1","2","1","2"
"175","BC","1",525,3,4,4,"0","2","BC","1","2","1","2"
"176","BC","1",525,36,4,4,"0","2","BC","1","2","1","2"
"177","BC","1",525,24,4,4,"0","2","BC","1","2","1","2"
"178","BC","1",525,3,4,4,"0","2","BC","1","2","1","2"
"179","BC","1",525,3,4,4,"0","2","BC","1","2","1","2"
"180","BC","1",525,161,4,4,"0","2","BC","1","2","1","2"
"181","BC","1",525,20,4,4,"0","2","BC","1","2","1","2"
"182","BD","0",525,3,3,4,"0","2","BD","1","2","1","2"
"183","BD","0",525,4,3,4,"0","2","BD","1","2","1","2"
"184","BD","0",525,8,3,4,"0","2","BD","1","2","1","2"
"185","BD","0",525,3,3,4,"0","2","BD","1","2","1","2"
"186","BD","0",525,2,3,4,"0","2","BD","1","2","1","2"
"187","BV","0",525,25,3,4,"0","2","BV","1","2","1","2"
"188","BV","0",525,4,3,4,"0","2","BV","1","2","1","2"
"189","BV","0",525,4,3,4,"0","2","BV","1","2","1","2"
"190","BV","0",525,3,3,4,"0","2","BV","1","2","1","2"
"191","BV","0",525,3,3,4,"0","2","BV","1","2","1","2"
"192","BV","0",525,138,3,4,"0","2","BV","1","2","1","2"
"193","BV","0",525,59,3,4,"0","2","BV","1","2","1","2"
"194","BV","0",525,4,3,4,"0","2","BV","1","2","1","2"
"195","BV","0",525,66,3,4,"0","2","BV","1","2","1","2"
"196","BV","0",525,5,3,4,"0","2","BV","1","2","1","2"
"197","BV","0",525,3,3,4,"0","2","BV","1","2","1","2"
"198","BV","0",525,4,3,4,"0","2","BV","1","2","1","2"
"199","CC","0",525,4,2,4,"0","2","CC","1","2","1","2"
"200","CC","0",525,3,2,4,"0","2","CC","1","2","1","2"
"201","CC","0",525,121,2,4,"0","2","CC","1","2","1","2"
"202","CC","0",525,22,2,4,"0","2","CC","1","2","1","2"
"203","CC","0",525,194,2,4,"0","2","CC","1","2","1","2"
"204","CC","0",525,21,2,4,"0","2","CC","1","2","1","2"
"205","CC","0",525,12,2,4,"0","2","CC","1","2","1","2"
"206","CC","0",525,46,2,4,"0","2","CC","1","2","1","2"
"207","CK","1",525,9,5,4,"0","2","CK","1","2","1","2"
"208","CK","1",525,45,5,4,"0","2","CK","1","2","1","2"
"209","CK","1",525,6,5,4,"0","2","CK","1","2","1","2"
"210","CP","1",525,4,3,4,"0","2","CP","1","2","1","2"
"211","CP","1",525,8,3,4,"0","2","CP","1","2","1","2"
"212","CP","1",525,5,3,4,"0","2","CP","1","2","1","2"
"213","CP","1",525,3,3,4,"0","2","CP","1","2","1","2"
"214","CP","1",525,4,3,4,"0","2","CP","1","2","1","2"
"215","CP","1",525,2,3,4,"0","2","CP","1","2","1","2"
"216","CP","1",525,6,3,4,"0","2","CP","1","2","1","2"
"217","CP","1",525,6,3,4,"0","2","CP","1","2","1","2"
"218","CP","1",525,153,3,4,"0","2","CP","1","2","1","2"
"219","CP","1",525,12,3,4,"0","2","CP","1","2","1","2"
"220","DK","0",525,10,3,4,"0","2","DK","1","2","1","2"
"221","DK","0",525,30,3,4,"0","2","DK","1","2","1","2"
"222","DK","0",525,4,3,4,"0","2","DK","1","2","1","2"
"223","DK","0",525,6,3,4,"0","2","DK","1","2","1","2"
"224","DK","0",525,19,3,4,"0","2","DK","1","2","1","2"
"225","DK","0",525,11,3,4,"0","2","DK","1","2","1","2"
"226","DK","0",525,4,3,4,"0","2","DK","1","2","1","2"
"227","DK","0",525,22,3,4,"0","2","DK","1","2","1","2"
"228","DK","0",525,7,3,4,"0","2","DK","1","2","1","2"
"229","DK","0",525,6,3,4,"0","2","DK","1","2","1","2"
"230","DK","0",525,7,3,4,"0","2","DK","1","2","1","2"
"231","DZ","1",525,11,4,4,"0","2","DZ","1","2","1","2"
"232","DZ","1",525,30,4,4,"0","2","DZ","1","2","1","2"
"233","DZ","1",525,83,4,4,"0","2","DZ","1","2","1","2"
"234","DZ","1",525,50,4,4,"0","2","DZ","1","2","1","2"
"235","DZ","1",525,8,4,4,"0","2","DZ","1","2","1","2"
"236","DZ","1",525,11,4,4,"0","2","DZ","1","2","1","2"
"237","DZ","1",525,23,4,4,"0","2","DZ","1","2","1","2"
"238","DZ","1",525,11,4,4,"0","2","DZ","1","2","1","2"
"239","DZ","1",525,4,4,4,"0","2","DZ","1","2","1","2"
"240","DZ","1",525,6,4,4,"0","2","DZ","1","2","1","2"
"241","DZ","1",525,4,4,4,"0","2","DZ","1","2","1","2"
"242","DZ","1",525,9,4,4,"0","2","DZ","1","2","1","2"
"243","DZ","1",525,2,4,4,"0","2","DZ","1","2","1","2"
"244","DZ","1",525,3,4,4,"0","2","DZ","1","2","1","2"
"245","EK","1",525,4,2,4,"0","2","EK","1","2","1","2"
"246","EK","1",525,13,2,4,"0","2","EK","1","2","1","2"
"247","EK","1",525,20,2,4,"0","2","EK","1","2","1","2"
"248","EK","1",525,6,2,4,"0","2","EK","1","2","1","2"
"249","EK","1",525,32,2,4,"0","2","EK","1","2","1","2"
"250","EO","1",525,15,4,4,"0","2","EO","1","2","1","2"
"251","EO","1",525,4,4,4,"0","2","EO","1","2","1","2"
"252","EO","1",525,3,4,4,"0","2","EO","1","2","1","2"
"253","EO","1",525,6,4,4,"0","2","EO","1","2","1","2"
"254","EO","1",525,2,4,4,"0","2","EO","1","2","1","2"
"255","EO","1",525,368,4,4,"0","2","EO","1","2","1","2"
"256","EO","1",525,20,4,4,"0","2","EO","1","2","1","2"
"257","EO","1",525,38,4,4,"0","2","EO","1","2","1","2"
"258","EO","1",525,34,4,4,"0","2","EO","1","2","1","2"
"259","EO","1",525,6,4,4,"0","2","EO","1","2","1","2"
"260","EO","1",525,6,4,4,"0","2","EO","1","2","1","2"
"261","EP","0",525,28,5,4,"0","2","EP","1","2","1","2"
"262","EP","0",525,29,5,4,"0","2","EP","1","2","1","2"
"263","EP","0",525,15,5,4,"0","2","EP","1","2","1","2"
"264","EP","0",525,31,5,4,"0","2","EP","1","2","1","2"
"265","FB","1",525,88,6,4,"0","2","FB","1","2","1","2"
"266","FB","1",525,63,6,4,"0","2","FB","1","2","1","2"
"267","FB","1",525,23,6,4,"0","2","FB","1","2","1","2"
"268","FB","1",525,8,6,4,"0","2","FB","1","2","1","2"
"269","FB","1",525,3,6,4,"0","2","FB","1","2","1","2"
"270","FB","1",525,26,6,4,"0","2","FB","1","2","1","2"
"271","FB","1",525,44,6,4,"0","2","FB","1","2","1","2"
"272","FE","1",525,12,5,4,"0","2","FE","1","2","1","2"
"273","FE","1",525,6,5,4,"0","2","FE","1","2","1","2"
"274","FE","1",525,5,5,4,"0","2","FE","1","2","1","2"
"275","FE","1",525,6,5,4,"0","2","FE","1","2","1","2"
"276","FE","1",525,3,5,4,"0","2","FE","1","2","1","2"
"277","FE","1",525,3,5,4,"0","2","FE","1","2","1","2"
"278","FE","1",525,27,5,4,"0","2","FE","1","2","1","2"
"279","FE","1",525,9,5,4,"0","2","FE","1","2","1","2"
"280","FE","1",525,4,5,4,"0","2","FE","1","2","1","2"
"281","FE","1",525,6,5,4,"0","2","FE","1","2","1","2"
"282","FE","1",525,5,5,4,"0","2","FE","1","2","1","2"
"283","FE","1",525,2,5,4,"0","2","FE","1","2","1","2"
"284","FE","1",525,15,5,4,"0","2","FE","1","2","1","2"
"285","FE","1",525,54,5,4,"0","2","FE","1","2","1","2"
"286","FE","1",525,3,5,4,"0","2","FE","1","2","1","2"
"287","FE","1",525,19,5,4,"0","2","FE","1","2","1","2"
"288","FE","1",525,6,5,4,"0","2","FE","1","2","1","2"
"289","FE","1",525,6,5,4,"0","2","FE","1","2","1","2"
"290","FE","1",525,263,5,4,"0","2","FE","1","2","1","2"
"291","FE","1",525,11,5,4,"0","2","FE","1","2","1","2"
"292","FE","1",525,109,5,4,"0","2","FE","1","2","1","2"
"293","FE","1",525,12,5,4,"0","2","FE","1","2","1","2"
"294","FE","1",525,7,5,4,"0","2","FE","1","2","1","2"
"295","FE","1",525,22,5,4,"0","2","FE","1","2","1","2"
"296","FE","1",525,6,5,4,"0","2","FE","1","2","1","2"
"297","FE","1",525,6,5,4,"0","2","FE","1","2","1","2"
"298","GT","0",525,3,4,4,"0","2","GT","1","2","1","2"
"299","GT","0",525,3,4,4,"0","2","GT","1","2","1","2"
"300","GT","0",525,2,4,4,"0","2","GT","1","2","1","2"
"301","GT","0",525,3,4,4,"0","2","GT","1","2","1","2"
"302","GT","0",525,3,4,4,"0","2","GT","1","2","1","2"
"303","GT","0",525,148,4,4,"0","2","GT","1","2","1","2"
"304","GT","0",525,34,4,4,"0","2","GT","1","2","1","2"
"305","GT","0",525,31,4,4,"0","2","GT","1","2","1","2"
"306","GT","0",525,22,4,4,"0","2","GT","1","2","1","2"
"307","IE","0",525,5,4,4,"0","2","IE","1","2","1","2"
"308","IE","0",525,177,4,4,"0","2","IE","1","2","1","2"
"309","IE","0",525,30,4,4,"0","2","IE","1","2","1","2"
"310","IE","0",525,26,4,4,"0","2","IE","1","2","1","2"
"311","IE","0",525,39,4,4,"0","2","IE","1","2","1","2"
"312","JA","1",525,9,5,4,"0","2","JA","1","2","1","2"
"313","JA","1",525,30,5,4,"0","2","JA","1","2","1","2"
"314","JA","1",525,32,5,4,"0","2","JA","1","2","1","2"
"315","JA","1",525,43,5,4,"0","2","JA","1","2","1","2"
"316","JA","1",525,33,5,4,"0","2","JA","1","2","1","2"
"317","JA","1",525,11,5,4,"0","2","JA","1","2","1","2"
"318","JA","1",525,178,5,4,"0","2","JA","1","2","1","2"
"319","JA","1",525,10,5,4,"0","2","JA","1","2","1","2"
"320","JA","1",525,7,5,4,"0","2","JA","1","2","1","2"
"321","JA","1",525,5,5,4,"0","2","JA","1","2","1","2"
"322","JA","1",525,3,5,4,"0","2","JA","1","2","1","2"
"323","JA","1",525,5,5,4,"0","2","JA","1","2","1","2"
"324","JA","1",525,18,5,4,"0","2","JA","1","2","1","2"
"325","JA","1",525,39,5,4,"0","2","JA","1","2","1","2"
"326","KW","1",525,259,4,4,"0","2","KW","1","2","1","2"
"327","KW","1",525,29,4,4,"0","2","KW","1","2","1","2"
"328","KW","1",525,11,4,4,"0","2","KW","1","2","1","2"
"329","KW","1",525,10,4,4,"0","2","KW","1","2","1","2"
"330","KW","1",525,3,4,4,"0","2","KW","1","2","1","2"
"331","KW","1",525,36,4,4,"0","2","KW","1","2","1","2"
"332","KW","1",525,5,4,4,"0","2","KW","1","2","1","2"
"333","KW","1",525,11,4,4,"0","2","KW","1","2","1","2"
"334","KW","1",525,158,4,4,"0","2","KW","1","2","1","2"
"335","KW","1",525,18,4,4,"0","2","KW","1","2","1","2"
"336","KW","1",525,41,4,4,"0","2","KW","1","2","1","2"
"337","NC","1",525,12,4,4,"0","2","NC","1","2","1","2"
"338","NC","1",525,15,4,4,"0","2","NC","1","2","1","2"
"339","NC","1",525,7,4,4,"0","2","NC","1","2","1","2"
"340","NC","1",525,7,4,4,"0","2","NC","1","2","1","2"
"341","NC","1",525,4,4,4,"0","2","NC","1","2","1","2"
"342","NC","1",525,6,4,4,"0","2","NC","1","2","1","2"
"343","NC","1",525,9,4,4,"0","2","NC","1","2","1","2"
"344","NC","1",525,2,4,4,"0","2","NC","1","2","1","2"
"345","NT","0",525,243,3,4,"0","2","NT","1","2","1","2"
"346","NT","0",525,69,3,4,"0","2","NT","1","2","1","2"
"347","PG","0",525,3,2,4,"0","2","PG","1","2","1","2"
"348","PG","0",525,52,2,4,"0","2","PG","1","2","1","2"
"349","PG","0",525,4,2,4,"0","2","PG","1","2","1","2"
"350","PG","0",525,3,2,4,"0","2","PG","1","2","1","2"
"351","PG","0",525,76,2,4,"0","2","PG","1","2","1","2"
"352","PG","0",525,88,2,4,"0","2","PG","1","2","1","2"
"353","PJ","1",525,24,2,4,"0","2","PJ","1","2","1","2"
"354","PJ","1",525,24,2,4,"0","2","PJ","1","2","1","2"
"355","PJ","1",525,38,2,4,"0","2","PJ","1","2","1","2"
"356","PJ","1",525,364,2,4,"0","2","PJ","1","2","1","2"
"357","PJ","1",525,31,2,4,"0","2","PJ","1","2","1","2"
"358","PJ","1",525,4,2,4,"0","2","PJ","1","2","1","2"
"359","PJ","1",525,56,2,4,"0","2","PJ","1","2","1","2"
"360","PJ","1",525,9,2,4,"0","2","PJ","1","2","1","2"
"361","PJ","1",525,11,2,4,"0","2","PJ","1","2","1","2"
"362","PJ","1",525,9,2,4,"0","2","PJ","1","2","1","2"
"363","PJ","1",525,13,2,4,"0","2","PJ","1","2","1","2"
"364","PJ","1",525,27,2,4,"0","2","PJ","1","2","1","2"
"365","PO","1",525,29,2,4,"0","2","PO","1","2","1","2"
"366","PO","1",525,6,2,4,"0","2","PO","1","2","1","2"
"367","PO","1",525,6,2,4,"0","2","PO","1","2","1","2"
"368","PO","1",525,6,2,4,"0","2","PO","1","2","1","2"
"369","PO","1",525,12,2,4,"0","2","PO","1","2","1","2"
"370","PO","1",525,10,2,4,"0","2","PO","1","2","1","2"
"371","PO","1",525,5,2,4,"0","2","PO","1","2","1","2"
"372","PO","1",525,15,2,4,"0","2","PO","1","2","1","2"
"373","PO","1",525,5,2,4,"0","2","PO","1","2","1","2"
"374","SO","0",525,5,4,4,"0","2","SO","1","2","1","2"
"375","SO","0",525,26,4,4,"0","2","SO","1","2","1","2"
"376","SO","0",525,27,4,4,"0","2","SO","1","2","1","2"
"377","SO","0",525,8,4,4,"0","2","SO","1","2","1","2"
"378","SO","0",525,19,4,4,"0","2","SO","1","2","1","2"
"379","SO","0",525,3,4,4,"0","2","SO","1","2","1","2"
"380","SO","0",525,13,4,4,"0","2","SO","1","2","1","2"
"381","SO","0",525,334,4,4,"0","2","SO","1","2","1","2"
"382","SO","0",525,20,4,4,"0","2","SO","1","2","1","2"
"383","SU","0",525,262,5,4,"0","2","SU","1","2","1","2"
"384","SU","0",525,152,5,4,"0","2","SU","1","2","1","2"
"385","SU","0",525,4,5,4,"0","2","SU","1","2","1","2"
"386","SU","0",525,3,5,4,"0","2","SU","1","2","1","2"
"387","SU","0",525,27,5,4,"0","2","SU","1","2","1","2"
"388","SU","0",525,6,5,4,"0","2","SU","1","2","1","2"
"389","SU","0",525,30,5,4,"0","2","SU","1","2","1","2"
"390","SU","0",525,6,5,4,"0","2","SU","1","2","1","2"
"391","SU","0",525,58,5,4,"0","2","SU","1","2","1","2"
"392","SU","0",525,12,5,4,"0","2","SU","1","2","1","2"
"393","SU","0",525,297,5,4,"0","2","SU","1","2","1","2"
"394","SU","0",525,90,5,4,"0","2","SU","1","2","1","2"
"395","SU","0",525,7,5,4,"0","2","SU","1","2","1","2"
"396","SW","1",525,6,2,4,"0","2","SW","1","2","1","2"
"397","SW","1",525,26,2,4,"0","2","SW","1","2","1","2"
"398","SZ","0",525,4,3,4,"0","2","SZ","1","2","1","2"
"399","SZ","0",525,3,3,4,"0","2","SZ","1","2","1","2"
"400","SZ","0",525,3,3,4,"0","2","SZ","1","2","1","2"
"401","SZ","0",525,11,3,4,"0","2","SZ","1","2","1","2"
"402","SZ","0",525,12,3,4,"0","2","SZ","1","2","1","2"
"403","VX","0",525,10,3,4,"0","2","VX","1","2","1","2"
"404","VX","0",525,22,3,4,"0","2","VX","1","2","1","2"
"405","VX","0",525,13,3,4,"0","2","VX","1","2","1","2"
"406","VX","0",525,2,3,4,"0","2","VX","1","2","1","2"
"407","VX","0",525,10,3,4,"0","2","VX","1","2","1","2"
"408","VX","0",525,9,3,4,"0","2","VX","1","2","1","2"
"409","VX","0",525,9,3,4,"0","2","VX","1","2","1","2"
"410","VX","0",525,3,3,4,"0","2","VX","1","2","1","2"
"411","VX","0",525,8,3,4,"0","2","VX","1","2","1","2"
"412","WB","1",525,171,2,4,"0","2","WB","1","2","1","2"
"413","WB","1",525,21,2,4,"0","2","WB","1","2","1","2"
"414","WB","1",525,6,2,4,"0","2","WB","1","2","1","2"
"415","WB","1",525,10,2,4,"0","2","WB","1","2","1","2"
"416","WK","0",525,144,3,4,"0","2","WK","1","2","1","2"
"417","WK","0",525,6,3,4,"0","2","WK","1","2","1","2"
"418","WK","0",525,14,3,4,"0","2","WK","1","2","1","2"
"419","WK","0",525,6,3,4,"0","2","WK","1","2","1","2"
