"","ID","SEX","FOODITEM","BOUTDURATION","ages","new.rank","female","male","KID","new.f","new.m","rank","adult.presence"
"874","SO","0",403,172,4,5,"0","2","SO","1","2","1","2"
"875","SO","0",403,119,4,5,"0","2","SO","1","2","1","2"
"876","SO","0",403,5,4,5,"0","2","SO","1","2","1","2"
"877","SO","0",403,4,4,5,"0","2","SO","1","2","1","2"
"878","SO","0",403,4,4,5,"0","2","SO","1","2","1","2"
"879","SO","0",403,4,4,5,"0","2","SO","1","2","1","2"
"880","SO","0",403,108,4,5,"0","2","SO","1","2","1","2"
"881","SO","0",403,51,4,5,"0","2","SO","1","2","1","2"
"882","SO","0",403,6,4,5,"0","2","SO","1","2","1","2"
"883","SO","0",403,6,4,5,"0","2","SO","1","2","1","2"
"884","SO","0",403,3,4,5,"0","2","SO","1","2","1","2"
"885","SO","0",403,3,4,5,"0","2","SO","1","2","1","2"
"886","SO","0",403,4,4,5,"0","2","SO","1","2","1","2"
"887","SO","0",403,4,4,5,"0","2","SO","1","2","1","2"
"888","SO","0",403,4,4,5,"0","2","SO","1","2","1","2"
"889","SO","0",403,201,4,5,"0","2","SO","1","2","1","2"
"890","SU","0",464,224,5,5,"0","2","SU","1","2","1","2"
"891","SU","0",464,13,5,5,"0","2","SU","1","2","1","2"
"892","SU","0",464,131,5,5,"0","2","SU","1","2","1","2"
"893","SU","0",464,30,5,5,"0","2","SU","1","2","1","2"
"894","SU","0",464,12,5,5,"0","2","SU","1","2","1","2"
"895","SU","0",464,548,5,5,"0","2","SU","1","2","1","2"
"896","SU","0",464,359,5,5,"0","2","SU","1","2","1","2"
"897","SU","0",464,143,5,5,"0","2","SU","1","2","1","2"
"898","SU","0",464,19,5,5,"0","2","SU","1","2","1","2"
"899","SU","0",464,486,5,5,"0","2","SU","1","2","1","2"
"900","SU","0",403,17,5,5,"0","2","SU","1","2","1","2"
"901","SU","0",403,3,5,5,"0","2","SU","1","2","1","2"
"902","SU","0",403,6,5,5,"0","2","SU","1","2","1","2"
"903","SU","0",403,3,5,5,"0","2","SU","1","2","1","2"
"904","SU","0",403,3,5,5,"0","2","SU","1","2","1","2"
"905","SU","0",403,3,5,5,"0","2","SU","1","2","1","2"
"906","SU","0",403,3,5,5,"0","2","SU","1","2","1","2"
"907","SU","0",403,6,5,5,"0","2","SU","1","2","1","2"
"908","SU","0",403,3,5,5,"0","2","SU","1","2","1","2"
"909","SU","0",403,3,5,5,"0","2","SU","1","2","1","2"
"910","SU","0",403,5,5,5,"0","2","SU","1","2","1","2"
"911","SW","1",464,66,2,5,"0","2","SW","1","2","1","2"
"912","SW","1",464,5,2,5,"0","2","SW","1","2","1","2"
"913","SW","1",464,5,2,5,"0","2","SW","1","2","1","2"
"914","SW","1",403,49,2,5,"0","2","SW","1","2","1","2"
"915","SW","1",403,5,2,5,"0","2","SW","1","2","1","2"
"916","SW","1",403,93,2,5,"0","2","SW","1","2","1","2"
"917","SW","1",403,6,2,5,"0","2","SW","1","2","1","2"
"918","SW","1",403,10,2,5,"0","2","SW","1","2","1","2"
"919","SW","1",403,5,2,5,"0","2","SW","1","2","1","2"
"920","SZ","0",464,3,3,5,"0","2","SZ","1","2","1","2"
"921","SZ","0",464,16,3,5,"0","2","SZ","1","2","1","2"
"922","SZ","0",464,117,3,5,"0","2","SZ","1","2","1","2"
"923","SZ","0",464,49,3,5,"0","2","SZ","1","2","1","2"
"924","SZ","0",464,213,3,5,"0","2","SZ","1","2","1","2"
"925","SZ","0",464,9,3,5,"0","2","SZ","1","2","1","2"
"926","SZ","0",464,3,3,5,"0","2","SZ","1","2","1","2"
"927","SZ","0",403,45,3,5,"0","2","SZ","1","2","1","2"
"928","SZ","0",403,42,3,5,"0","2","SZ","1","2","1","2"
"929","SZ","0",403,9,3,5,"0","2","SZ","1","2","1","2"
"930","VX","0",464,10,3,5,"0","2","VX","1","2","1","2"
"931","VX","0",464,19,3,5,"0","2","VX","1","2","1","2"
"932","VX","0",464,241,3,5,"0","2","VX","1","2","1","2"
"933","VX","0",464,409,3,5,"0","2","VX","1","2","1","2"
"934","VX","0",464,253,3,5,"0","2","VX","1","2","1","2"
"935","VX","0",464,12,3,5,"0","2","VX","1","2","1","2"
"936","VX","0",464,8,3,5,"0","2","VX","1","2","1","2"
"937","VX","0",464,46,3,5,"0","2","VX","1","2","1","2"
"938","VX","0",464,3,3,5,"0","2","VX","1","2","1","2"
"939","VX","0",464,4,3,5,"0","2","VX","1","2","1","2"
"940","VX","0",464,15,3,5,"0","2","VX","1","2","1","2"
"941","VX","0",403,77,3,5,"0","2","VX","1","2","1","2"
"942","VX","0",403,6,3,5,"0","2","VX","1","2","1","2"
"943","VX","0",403,8,3,5,"0","2","VX","1","2","1","2"
"944","VX","0",403,51,3,5,"0","2","VX","1","2","1","2"
"945","VX","0",403,4,3,5,"0","2","VX","1","2","1","2"
"946","VX","0",403,3,3,5,"0","2","VX","1","2","1","2"
"947","VX","0",403,9,3,5,"0","2","VX","1","2","1","2"
"948","VX","0",403,5,3,5,"0","2","VX","1","2","1","2"
"949","VX","0",403,479,3,5,"0","2","VX","1","2","1","2"
"950","VX","0",403,61,3,5,"0","2","VX","1","2","1","2"
"951","VX","0",403,133,3,5,"0","2","VX","1","2","1","2"
"952","VX","0",403,12,3,5,"0","2","VX","1","2","1","2"
"953","WB","1",464,5,2,5,"0","2","WB","1","2","1","2"
"954","WB","1",464,3,2,5,"0","2","WB","1","2","1","2"
"955","WB","1",464,8,2,5,"0","2","WB","1","2","1","2"
"956","WB","1",464,4,2,5,"0","2","WB","1","2","1","2"
"957","WB","1",464,3,2,5,"0","2","WB","1","2","1","2"
"958","WB","1",464,7,2,5,"0","2","WB","1","2","1","2"
"959","WB","1",464,7,2,5,"0","2","WB","1","2","1","2"
"960","WB","1",464,68,2,5,"0","2","WB","1","2","1","2"
"961","WB","1",464,6,2,5,"0","2","WB","1","2","1","2"
"962","WB","1",464,3,2,5,"0","2","WB","1","2","1","2"
"963","WB","1",464,17,2,5,"0","2","WB","1","2","1","2"
"964","WB","1",464,3,2,5,"0","2","WB","1","2","1","2"
"965","WB","1",464,3,2,5,"0","2","WB","1","2","1","2"
"966","WB","1",464,5,2,5,"0","2","WB","1","2","1","2"
"967","WB","1",464,24,2,5,"0","2","WB","1","2","1","2"
"968","WB","1",464,3,2,5,"0","2","WB","1","2","1","2"
"969","WB","1",403,4,2,5,"0","2","WB","1","2","1","2"
"970","WB","1",403,3,2,5,"0","2","WB","1","2","1","2"
"971","WB","1",403,3,2,5,"0","2","WB","1","2","1","2"
"972","WB","1",403,12,2,5,"0","2","WB","1","2","1","2"
"973","WB","1",403,3,2,5,"0","2","WB","1","2","1","2"
"974","WB","1",403,7,2,5,"0","2","WB","1","2","1","2"
"975","WB","1",403,3,2,5,"0","2","WB","1","2","1","2"
"976","WB","1",403,7,2,5,"0","2","WB","1","2","1","2"
"977","WB","1",403,7,2,5,"0","2","WB","1","2","1","2"
"978","WB","1",403,5,2,5,"0","2","WB","1","2","1","2"
"979","WB","1",403,3,2,5,"0","2","WB","1","2","1","2"
"980","WB","1",403,6,2,5,"0","2","WB","1","2","1","2"
"981","WK","0",464,274,3,5,"0","2","WK","1","2","1","2"
"982","WK","0",464,41,3,5,"0","2","WK","1","2","1","2"
"983","WK","0",464,2,3,5,"0","2","WK","1","2","1","2"
"984","WK","0",464,3,3,5,"0","2","WK","1","2","1","2"
"985","WK","0",464,7,3,5,"0","2","WK","1","2","1","2"
"986","WK","0",464,15,3,5,"0","2","WK","1","2","1","2"
"987","WK","0",464,6,3,5,"0","2","WK","1","2","1","2"
"988","WK","0",464,3,3,5,"0","2","WK","1","2","1","2"
"989","WK","0",464,3,3,5,"0","2","WK","1","2","1","2"
"990","WK","0",464,74,3,5,"0","2","WK","1","2","1","2"
"991","WK","0",464,60,3,5,"0","2","WK","1","2","1","2"
"992","WK","0",464,30,3,5,"0","2","WK","1","2","1","2"
"993","WK","0",464,3,3,5,"0","2","WK","1","2","1","2"
"994","WK","0",464,3,3,5,"0","2","WK","1","2","1","2"
"995","WK","0",464,3,3,5,"0","2","WK","1","2","1","2"
"996","WK","0",464,12,3,5,"0","2","WK","1","2","1","2"
"997","WK","0",464,6,3,5,"0","2","WK","1","2","1","2"
"998","WK","0",464,4,3,5,"0","2","WK","1","2","1","2"
"999","WK","0",464,2,3,5,"0","2","WK","1","2","1","2"
"1000","WK","0",403,8,3,5,"0","2","WK","1","2","1","2"
"1001","WK","0",403,6,3,5,"0","2","WK","1","2","1","2"
"1002","WK","0",403,3,3,5,"0","2","WK","1","2","1","2"
"1003","WK","0",403,8,3,5,"0","2","WK","1","2","1","2"
"1004","WK","0",403,3,3,5,"0","2","WK","1","2","1","2"
"1005","WK","0",403,5,3,5,"0","2","WK","1","2","1","2"
"1006","WK","0",403,5,3,5,"0","2","WK","1","2","1","2"
"1007","XA","0",464,7,5,5,"0","2","XA","1","2","1","2"
"1008","XA","0",464,7,5,5,"0","2","XA","1","2","1","2"
"1009","XA","0",464,28,5,5,"0","2","XA","1","2","1","2"
"1010","XA","0",464,8,5,5,"0","2","XA","1","2","1","2"
"1011","XA","0",464,4,5,5,"0","2","XA","1","2","1","2"
"1012","XA","0",464,25,5,5,"0","2","XA","1","2","1","2"
"1013","XA","0",464,23,5,5,"0","2","XA","1","2","1","2"
"1014","XA","0",464,7,5,5,"0","2","XA","1","2","1","2"
"1015","XA","0",464,3,5,5,"0","2","XA","1","2","1","2"
"1016","XA","0",464,120,5,5,"0","2","XA","1","2","1","2"
"1017","XA","0",464,21,5,5,"0","2","XA","1","2","1","2"
"1018","XA","0",464,382,5,5,"0","2","XA","1","2","1","2"
"1019","XA","0",464,5,5,5,"0","2","XA","1","2","1","2"
"1020","XA","0",464,6,5,5,"0","2","XA","1","2","1","2"
"1021","XA","0",464,28,5,5,"0","2","XA","1","2","1","2"
"1022","XA","0",403,4,5,5,"0","2","XA","1","2","1","2"
"1023","XA","0",403,6,5,5,"0","2","XA","1","2","1","2"
"1024","XA","0",403,10,5,5,"0","2","XA","1","2","1","2"
"1025","XA","0",403,3,5,5,"0","2","XA","1","2","1","2"
"1026","XA","0",403,346,5,5,"0","2","XA","1","2","1","2"
"1027","XA","0",403,2,5,5,"0","2","XA","1","2","1","2"
"1028","XE","1",464,247,3,5,"0","2","XE","1","2","1","2"
"1029","XE","1",464,18,3,5,"0","2","XE","1","2","1","2"
"1030","XE","1",464,13,3,5,"0","2","XE","1","2","1","2"
"1031","XE","1",403,57,3,5,"0","2","XE","1","2","1","2"
"1032","XE","1",403,11,3,5,"0","2","XE","1","2","1","2"
"1033","XE","1",403,34,3,5,"0","2","XE","1","2","1","2"
"1034","YN","1",464,6,2,5,"0","2","YN","1","2","1","2"
"1035","YN","1",464,38,2,5,"0","2","YN","1","2","1","2"
"1036","YN","1",464,9,2,5,"0","2","YN","1","2","1","2"
"1037","YN","1",464,3,2,5,"0","2","YN","1","2","1","2"
"1038","YN","1",464,4,2,5,"0","2","YN","1","2","1","2"
"1039","YN","1",464,4,2,5,"0","2","YN","1","2","1","2"
"1040","YN","1",464,4,2,5,"0","2","YN","1","2","1","2"
"1041","YN","1",464,392,2,5,"0","2","YN","1","2","1","2"
"1042","YN","1",464,12,2,5,"0","2","YN","1","2","1","2"
"1043","YN","1",464,4,2,5,"0","2","YN","1","2","1","2"
"1044","YN","1",464,8,2,5,"0","2","YN","1","2","1","2"
"1045","YN","1",464,21,2,5,"0","2","YN","1","2","1","2"
"1046","YN","1",464,65,2,5,"0","2","YN","1","2","1","2"
"1047","YN","1",464,12,2,5,"0","2","YN","1","2","1","2"
"1048","YN","1",464,6,2,5,"0","2","YN","1","2","1","2"
"1049","YN","1",464,3,2,5,"0","2","YN","1","2","1","2"
"1050","YN","1",464,69,2,5,"0","2","YN","1","2","1","2"
"1051","YN","1",464,489,2,5,"0","2","YN","1","2","1","2"
"1052","YN","1",464,3,2,5,"0","2","YN","1","2","1","2"
"1053","YN","1",464,3,2,5,"0","2","YN","1","2","1","2"
"1054","YN","1",464,5,2,5,"0","2","YN","1","2","1","2"
"1055","YN","1",464,20,2,5,"0","2","YN","1","2","1","2"
"1056","YN","1",403,5,2,5,"0","2","YN","1","2","1","2"
"1057","YN","1",403,6,2,5,"0","2","YN","1","2","1","2"
"1058","YN","1",403,159,2,5,"0","2","YN","1","2","1","2"
"1059","YN","1",403,5,2,5,"0","2","YN","1","2","1","2"
"1060","YN","1",403,4,2,5,"0","2","YN","1","2","1","2"
"1061","YN","1",403,8,2,5,"0","2","YN","1","2","1","2"
"1062","YN","1",403,13,2,5,"0","2","YN","1","2","1","2"
"1063","YN","1",403,63,2,5,"0","2","YN","1","2","1","2"
"1064","YN","1",403,12,2,5,"0","2","YN","1","2","1","2"
"1065","YN","1",403,3,2,5,"0","2","YN","1","2","1","2"
"1066","YV","1",464,25,6,5,"0","2","YV","1","2","1","2"
"1067","YV","1",464,20,6,5,"0","2","YV","1","2","1","2"
"1068","YV","1",464,91,6,5,"0","2","YV","1","2","1","2"
"1069","YV","1",464,3,6,5,"0","2","YV","1","2","1","2"
"1070","YV","1",403,3,6,5,"0","2","YV","1","2","1","2"
"1071","YV","1",403,7,6,5,"0","2","YV","1","2","1","2"
"1072","YV","1",403,4,6,5,"0","2","YV","1","2","1","2"
"1073","YV","1",403,2,6,5,"0","2","YV","1","2","1","2"
"1074","YZ","0",464,15,4,5,"0","2","YZ","1","2","1","2"
"1075","YZ","0",464,4,4,5,"0","2","YZ","1","2","1","2"
"1076","YZ","0",464,143,4,5,"0","2","YZ","1","2","1","2"
"1077","YZ","0",464,3,4,5,"0","2","YZ","1","2","1","2"
"1078","YZ","0",464,7,4,5,"0","2","YZ","1","2","1","2"
"1079","YZ","0",464,14,4,5,"0","2","YZ","1","2","1","2"
"1080","YZ","0",464,348,4,5,"0","2","YZ","1","2","1","2"
"1081","YZ","0",464,5,4,5,"0","2","YZ","1","2","1","2"
"1082","YZ","0",464,192,4,5,"0","2","YZ","1","2","1","2"
"1083","YZ","0",403,55,4,5,"0","2","YZ","1","2","1","2"
"1084","YZ","0",403,4,4,5,"0","2","YZ","1","2","1","2"
"1085","YZ","0",403,8,4,5,"0","2","YZ","1","2","1","2"
"1086","YZ","0",403,8,4,5,"0","2","YZ","1","2","1","2"
"1087","YZ","0",403,8,4,5,"0","2","YZ","1","2","1","2"
"1088","YZ","0",403,35,4,5,"0","2","YZ","1","2","1","2"
"1140","EK","1",43,5,2,1,"1","2","EK","0","2","4","1"
"1141","EK","1",43,4,2,1,"1","2","EK","0","2","4","1"
"1142","EO","1",43,102,4,1,"1","2","EO","0","2","4","1"
"1143","EO","1",43,10,4,1,"1","2","EO","0","2","4","1"
"1144","EO","1",43,6,4,1,"1","2","EO","0","2","4","1"
"1145","AO","1",43,4,4,1,"1","2","AO","0","2","4","1"
"1146","AO","1",43,37,4,1,"1","2","AO","0","2","4","1"
"1147","AU","0",43,7,2,1,"1","2","AU","0","2","4","1"
"1148","AU","0",43,4,2,1,"1","2","AU","0","2","4","1"
"1149","AY","0",43,2,2,1,"1","2","AY","0","2","4","1"
"1150","AY","0",43,35,2,1,"1","2","AY","0","2","4","1"
"1151","AY","0",43,166,2,1,"1","2","AY","0","2","4","1"
"1152","BC","1",43,5,4,1,"1","2","BC","0","2","4","1"
"1153","BC","1",43,5,4,1,"1","2","BC","0","2","4","1"
"1154","BC","1",43,4,4,1,"1","2","BC","0","2","4","1"
"1155","BC","1",43,20,4,1,"1","2","BC","0","2","4","1"
"1156","BD","0",43,213,3,1,"1","2","BD","0","2","4","1"
"1157","BV","0",43,6,3,1,"1","2","BV","0","2","4","1"
"1158","BV","0",43,6,3,1,"1","2","BV","0","2","4","1"
"1159","BV","0",43,3,3,1,"1","2","BV","0","2","4","1"
"1160","BV","0",43,561,3,1,"1","2","BV","0","2","4","1"
"1161","BV","0",43,5,3,1,"1","2","BV","0","2","4","1"
"1162","BV","0",43,34,3,1,"1","2","BV","0","2","4","1"
"1163","CC","0",43,17,2,1,"1","2","CC","0","2","4","1"
"1164","CC","0",43,45,2,1,"1","2","CC","0","2","4","1"
"1165","CC","0",43,173,2,1,"1","2","CC","0","2","4","1"
"1166","CP","1",43,4,3,1,"1","2","CP","0","2","4","1"
"1167","CP","1",43,4,3,1,"1","2","CP","0","2","4","1"
"1168","CP","1",43,5,3,1,"1","2","CP","0","2","4","1"
"1169","BD","0",43,68,3,1,"1","2","BD","0","2","4","1"
"1170","CC","0",43,4,2,1,"1","2","CC","0","2","4","1"
"1171","CC","0",43,47,2,1,"1","2","CC","0","2","4","1"
"1172","CC","0",43,3,2,1,"1","2","CC","0","2","4","1"
"1173","EK","1",43,51,2,1,"1","2","EK","0","2","4","1"
"1174","EK","1",43,10,2,1,"1","2","EK","0","2","4","1"
"1175","EP","0",43,25,5,1,"1","2","EP","0","2","4","1"
"1176","EP","0",43,8,5,1,"1","2","EP","0","2","4","1"
"1177","SZ","0",43,17,3,1,"1","2","SZ","0","2","4","1"
"1178","SZ","0",43,3,3,1,"1","2","SZ","0","2","4","1"
"1179","SZ","0",43,3,3,1,"1","2","SZ","0","2","4","1"
"1180","WK","0",43,19,3,1,"1","2","WK","0","2","4","1"
"1181","WK","0",43,14,3,1,"1","2","WK","0","2","4","1"
"1182","WK","0",43,9,3,1,"1","2","WK","0","2","4","1"
"1183","WK","0",43,7,3,1,"1","2","WK","0","2","4","1"
"1184","YN","1",43,49,2,1,"1","2","YN","0","2","4","1"
"1185","YV","1",43,209,6,1,"1","2","YV","0","2","4","1"
"1186","YV","1",43,52,6,1,"1","2","YV","0","2","4","1"
"1187","YZ","0",43,7,4,1,"1","2","YZ","0","2","4","1"
"1188","YZ","0",43,18,4,1,"1","2","YZ","0","2","4","1"
"1189","CC","0",401,5,2,2,"1","2","CC","0","2","3","1"
"1190","CC","0",401,3,2,2,"1","2","CC","0","2","3","1"
"1191","CC","0",401,2,2,2,"1","2","CC","0","2","3","1"
"1192","NT","0",401,263,3,2,"1","2","NT","0","2","3","1"
"1193","SZ","0",401,3,3,2,"1","2","SZ","0","2","3","1"
"1194","YV","1",401,2,6,2,"1","2","YV","0","2","3","1"
"1195","YZ","0",401,19,4,2,"1","2","YZ","0","2","3","1"
"1196","YZ","0",401,4,4,2,"1","2","YZ","0","2","3","1"
"1197","YZ","0",401,3,4,2,"1","2","YZ","0","2","3","1"
"1198","YZ","0",401,10,4,2,"1","2","YZ","0","2","3","1"
"1199","SZ","0",41,61,3,3,"1","2","SZ","0","2","2","1"
"1200","WK","0",41,217,3,3,"1","2","WK","0","2","2","1"
"1201","YN","1",41,74,2,3,"1","2","YN","0","2","2","1"
"1202","BD","0",525,98,3,4,"1","2","BD","0","2","1","1"
"1203","BD","0",525,5,3,4,"1","2","BD","0","2","1","1"
"1204","BD","0",525,5,3,4,"1","2","BD","0","2","1","1"
"1205","BD","0",525,4,3,4,"1","2","BD","0","2","1","1"
"1206","BD","0",525,8,3,4,"1","2","BD","0","2","1","1"
"1207","CC","0",525,21,2,4,"1","2","CC","0","2","1","1"
"1208","CC","0",525,12,2,4,"1","2","CC","0","2","1","1"
"1209","CC","0",525,15,2,4,"1","2","CC","0","2","1","1"
"1210","CC","0",525,3,2,4,"1","2","CC","0","2","1","1"
"1211","CC","0",525,10,2,4,"1","2","CC","0","2","1","1"
"1212","CK","1",525,21,5,4,"1","2","CK","0","2","1","1"
"1213","CK","1",525,20,5,4,"1","2","CK","0","2","1","1"
"1214","EK","1",525,124,2,4,"1","2","EK","0","2","1","1"
"1215","EK","1",525,7,2,4,"1","2","EK","0","2","1","1"
"1216","EP","0",525,116,5,4,"1","2","EP","0","2","1","1"
"1217","NT","0",525,157,3,4,"1","2","NT","0","2","1","1"
"1218","SZ","0",525,5,3,4,"1","2","SZ","0","2","1","1"
"1219","SZ","0",525,14,3,4,"1","2","SZ","0","2","1","1"
"1220","SZ","0",525,4,3,4,"1","2","SZ","0","2","1","1"
"1221","SZ","0",525,71,3,4,"1","2","SZ","0","2","1","1"
"1222","SZ","0",525,17,3,4,"1","2","SZ","0","2","1","1"
"1223","WK","0",525,245,3,4,"1","2","WK","0","2","1","1"
"1224","WK","0",525,48,3,4,"1","2","WK","0","2","1","1"
"1225","WK","0",525,28,3,4,"1","2","WK","0","2","1","1"
"1226","WK","0",525,54,3,4,"1","2","WK","0","2","1","1"
"1227","WK","0",525,19,3,4,"1","2","WK","0","2","1","1"
"1228","WK","0",525,34,3,4,"1","2","WK","0","2","1","1"
"1229","YN","1",525,96,2,4,"1","2","YN","0","2","1","1"
"1230","YN","1",525,16,2,4,"1","2","YN","0","2","1","1"
"1231","YN","1",525,5,2,4,"1","2","YN","0","2","1","1"
"1232","YN","1",525,60,2,4,"1","2","YN","0","2","1","1"
"1233","YN","1",525,2,2,4,"1","2","YN","0","2","1","1"
"1234","YV","1",525,12,6,4,"1","2","YV","0","2","1","1"
"1235","YZ","0",525,38,4,4,"1","2","YZ","0","2","1","1"
"1236","YZ","0",525,14,4,4,"1","2","YZ","0","2","1","1"
"1237","YZ","0",525,65,4,4,"1","2","YZ","0","2","1","1"
"1238","YZ","0",525,22,4,4,"1","2","YZ","0","2","1","1"
"1239","YZ","0",525,13,4,4,"1","2","YZ","0","2","1","1"
"1240","AO","1",464,18,4,5,"1","2","AO","0","2","1","1"
"1241","BD","0",464,70,3,5,"1","2","BD","0","2","1","1"
"1242","BD","0",464,37,3,5,"1","2","BD","0","2","1","1"
"1243","BD","0",464,11,3,5,"1","2","BD","0","2","1","1"
"1244","BD","0",464,5,3,5,"1","2","BD","0","2","1","1"
"1245","BD","0",403,7,3,5,"1","2","BD","0","2","1","1"
"1246","BD","0",403,17,3,5,"1","2","BD","0","2","1","1"
"1247","BD","0",403,2,3,5,"1","2","BD","0","2","1","1"
"1248","CC","0",464,8,2,5,"1","2","CC","0","2","1","1"
"1249","CC","0",464,16,2,5,"1","2","CC","0","2","1","1"
"1250","CC","0",464,31,2,5,"1","2","CC","0","2","1","1"
"1251","CC","0",464,4,2,5,"1","2","CC","0","2","1","1"
"1252","CC","0",464,20,2,5,"1","2","CC","0","2","1","1"
"1253","CC","0",464,3,2,5,"1","2","CC","0","2","1","1"
"1254","CC","0",464,12,2,5,"1","2","CC","0","2","1","1"
"1255","CC","0",464,3,2,5,"1","2","CC","0","2","1","1"
"1256","CC","0",464,3,2,5,"1","2","CC","0","2","1","1"
"1257","CC","0",464,3,2,5,"1","2","CC","0","2","1","1"
"1258","CC","0",464,3,2,5,"1","2","CC","0","2","1","1"
"1259","CC","0",464,21,2,5,"1","2","CC","0","2","1","1"
"1260","CC","0",464,6,2,5,"1","2","CC","0","2","1","1"
"1261","CC","0",464,3,2,5,"1","2","CC","0","2","1","1"
"1262","CC","0",464,3,2,5,"1","2","CC","0","2","1","1"
"1263","CC","0",403,8,2,5,"1","2","CC","0","2","1","1"
"1264","CC","0",403,16,2,5,"1","2","CC","0","2","1","1"
"1265","CC","0",403,2,2,5,"1","2","CC","0","2","1","1"
"1266","CC","0",403,8,2,5,"1","2","CC","0","2","1","1"
"1267","CC","0",403,3,2,5,"1","2","CC","0","2","1","1"
"1268","CC","0",403,6,2,5,"1","2","CC","0","2","1","1"
"1269","EI","1",464,15,6,5,"1","2","EI","0","2","1","1"
"1270","EI","1",464,3,6,5,"1","2","EI","0","2","1","1"
"1271","EI","1",403,3,6,5,"1","2","EI","0","2","1","1"
"1272","EK","1",464,8,2,5,"1","2","EK","0","2","1","1"
"1273","EK","1",464,17,2,5,"1","2","EK","0","2","1","1"
"1274","EK","1",464,3,2,5,"1","2","EK","0","2","1","1"
"1275","EK","1",403,68,2,5,"1","2","EK","0","2","1","1"
"1276","EK","1",403,33,2,5,"1","2","EK","0","2","1","1"
"1277","EK","1",403,23,2,5,"1","2","EK","0","2","1","1"
"1278","EP","0",464,16,5,5,"1","2","EP","0","2","1","1"
"1279","EP","0",464,35,5,5,"1","2","EP","0","2","1","1"
"1280","EP","0",464,25,5,5,"1","2","EP","0","2","1","1"
"1281","EP","0",403,3,5,5,"1","2","EP","0","2","1","1"
"1282","NC","1",464,2,4,5,"1","2","NC","0","2","1","1"
"1283","NC","1",464,3,4,5,"1","2","NC","0","2","1","1"
"1284","NC","1",403,371,4,5,"1","2","NC","0","2","1","1"
"1285","NT","0",464,2,3,5,"1","2","NT","0","2","1","1"
"1286","NT","0",403,11,3,5,"1","2","NT","0","2","1","1"
"1287","SW","1",464,129,2,5,"1","2","SW","0","2","1","1"
"1288","SW","1",464,46,2,5,"1","2","SW","0","2","1","1"
"1289","SW","1",464,6,2,5,"1","2","SW","0","2","1","1"
"1290","SW","1",464,6,2,5,"1","2","SW","0","2","1","1"
"1291","SW","1",464,15,2,5,"1","2","SW","0","2","1","1"
"1292","SW","1",464,68,2,5,"1","2","SW","0","2","1","1"
"1293","SW","1",464,37,2,5,"1","2","SW","0","2","1","1"
"1294","SW","1",403,6,2,5,"1","2","SW","0","2","1","1"
"1295","SZ","0",464,130,3,5,"1","2","SZ","0","2","1","1"
"1296","SZ","0",464,8,3,5,"1","2","SZ","0","2","1","1"
"1297","SZ","0",464,6,3,5,"1","2","SZ","0","2","1","1"
"1298","SZ","0",464,15,3,5,"1","2","SZ","0","2","1","1"
"1299","SZ","0",464,3,3,5,"1","2","SZ","0","2","1","1"
"1300","SZ","0",464,3,3,5,"1","2","SZ","0","2","1","1"
"1301","SZ","0",464,11,3,5,"1","2","SZ","0","2","1","1"
"1302","SZ","0",464,3,3,5,"1","2","SZ","0","2","1","1"
"1303","SZ","0",403,6,3,5,"1","2","SZ","0","2","1","1"
"1304","SZ","0",403,12,3,5,"1","2","SZ","0","2","1","1"
"1305","SZ","0",403,4,3,5,"1","2","SZ","0","2","1","1"
"1306","VX","0",464,246,3,5,"1","2","VX","0","2","1","1"
"1307","VX","0",403,7,3,5,"1","2","VX","0","2","1","1"
"1308","VX","0",403,4,3,5,"1","2","VX","0","2","1","1"
"1309","VX","0",403,20,3,5,"1","2","VX","0","2","1","1"
"1310","VX","0",403,6,3,5,"1","2","VX","0","2","1","1"
"1311","VX","0",403,3,3,5,"1","2","VX","0","2","1","1"
"1312","WK","0",464,90,3,5,"1","2","WK","0","2","1","1"
"1313","WK","0",464,3,3,5,"1","2","WK","0","2","1","1"
"1314","WK","0",464,11,3,5,"1","2","WK","0","2","1","1"
"1315","WK","0",464,8,3,5,"1","2","WK","0","2","1","1"
"1316","WK","0",464,8,3,5,"1","2","WK","0","2","1","1"
"1317","WK","0",464,50,3,5,"1","2","WK","0","2","1","1"
"1318","WK","0",464,5,3,5,"1","2","WK","0","2","1","1"
"1319","WK","0",464,4,3,5,"1","2","WK","0","2","1","1"
"1320","WK","0",403,14,3,5,"1","2","WK","0","2","1","1"
"1321","WK","0",403,13,3,5,"1","2","WK","0","2","1","1"
"1322","WK","0",403,4,3,5,"1","2","WK","0","2","1","1"
"1323","WK","0",403,3,3,5,"1","2","WK","0","2","1","1"
"1324","WK","0",403,3,3,5,"1","2","WK","0","2","1","1"
"1325","YN","1",464,77,2,5,"1","2","YN","0","2","1","1"
"1326","YN","1",464,14,2,5,"1","2","YN","0","2","1","1"
"1327","YN","1",464,7,2,5,"1","2","YN","0","2","1","1"
"1328","YN","1",464,6,2,5,"1","2","YN","0","2","1","1"
"1329","YN","1",464,5,2,5,"1","2","YN","0","2","1","1"
"1330","YN","1",464,5,2,5,"1","2","YN","0","2","1","1"
"1331","YN","1",464,5,2,5,"1","2","YN","0","2","1","1"
"1332","YN","1",464,10,2,5,"1","2","YN","0","2","1","1"
"1333","YN","1",464,4,2,5,"1","2","YN","0","2","1","1"
"1334","YN","1",464,4,2,5,"1","2","YN","0","2","1","1"
